"DATE 
","SYMBOL 
","SECURITY NAME 
","CLIENT NAME 
","BUY/SELL 
","QUANTITY TRADED 
","TRADE PRICE/ WEIGHTED. AVG. PRICE 
","REMARKS 
"
"22-May-2026","AGIIL","Agi Infra Limited","ARIHANT CAPITAL MARKETS LIMITED","BUY","9,05,117","384.63","-"
"22-May-2026","ATALREAL","Atal Realtech Limited","R G FAMILY  TRUST","BUY","10,00,000","29.15","-"
"22-May-2026","AVG","AVG Logistics Limited","INDIA EMERGING GIANTS FUND LIMITED","BUY","1,13,805","158.50","-"
"22-May-2026","BARFLEX","Barflex Polyfilms Limited","RGSL INVESTMENT LVF 1","BUY","1,68,000","59.29","-"
"22-May-2026","BIKEWO","Bikewo Green Tech Limited","RAGHU VEMULAPALLI","BUY","1,00,000","25.25","-"
"22-May-2026","DAMCAPITAL","Dam Capital Advisors Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","5,89,450","167.73","-"
"22-May-2026","ELECTHERM","Electrotherm (India) Ltd","RADIANT GLOBAL FUND-CLASS B PARTICIPATING SHARES","BUY","65,000","785.53","-"
"22-May-2026","EXCELSOFT","Excelsoft Technologies L","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","6,18,193","97.07","-"
"22-May-2026","EXICOM","Exicom Tele Systems Ltd","MICROCURVES TRADING PRIVATE LIMITED","BUY","14,48,746","153.07","-"
"22-May-2026","EXICOM","Exicom Tele Systems Ltd","ALPHAGREP SECURITIES PRIVATE LIMITED","BUY","8,85,433","149.06","-"
"22-May-2026","EXICOM","Exicom Tele Systems Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","12,44,876","152.29","-"
"22-May-2026","EXICOM","Exicom Tele Systems Ltd","QE SECURITIES LLP","BUY","10,93,262","149.61","-"
"22-May-2026","EXICOM","Exicom Tele Systems Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","14,18,156","150.79","-"
"22-May-2026","GCSL","Gretex Corporate Services","MANSUKH SECURITIES & FINANCE LIMITED","BUY","4,36,333","390.77","-"
"22-May-2026","GCSL","Gretex Corporate Services","MOHAMED IRFAN MOHAMED LATIF SHAIKH","BUY","7,35,000","390.24","-"
"22-May-2026","GENESYS","Genesys International Cor","ALPHAGREP SECURITIES PRIVATE LIMITED","BUY","4,02,391","267.55","-"
"22-May-2026","GENESYS","Genesys International Cor","MICROCURVES TRADING PRIVATE LIMITED","BUY","4,99,038","272.83","-"
"22-May-2026","GENESYS","Genesys International Cor","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","6,39,541","268.30","-"
"22-May-2026","GENESYS","Genesys International Cor","QE SECURITIES LLP","BUY","5,20,092","269.44","-"
"22-May-2026","GENESYS","Genesys International Cor","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","4,46,170","271.68","-"
"22-May-2026","GENESYS","Genesys International Cor","HRTI PRIVATE LIMITED","BUY","3,55,169","269.08","-"
"22-May-2026","GOCOLORS","Go Fashion India Ltd","CRONY VYAPAR PVT LTD","BUY","3,36,648","299.35","-"
"22-May-2026","HONASA","Honasa Consumer Limited","MICROCURVES TRADING PRIVATE LIMITED","BUY","30,00,845","392.12","-"
"22-May-2026","HONASA","Honasa Consumer Limited","QE SECURITIES LLP","BUY","26,71,616","393.70","-"
"22-May-2026","HONASA","Honasa Consumer Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","27,87,698","392.01","-"
"22-May-2026","JINDRILL","Jindal Drilling And Indus","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","4,06,362","668.98","-"
"22-May-2026","JINDRILL","Jindal Drilling And Indus","QE SECURITIES LLP","BUY","3,30,014","666.53","-"
"22-May-2026","JINDRILL","Jindal Drilling And Indus","HRTI PRIVATE LIMITED","BUY","3,64,913","666.22","-"
"22-May-2026","JINDRILL","Jindal Drilling And Indus","IRAGE BROKING SERVICES LLP","BUY","1,54,035","670.31","-"
"22-May-2026","JINDRILL","Jindal Drilling And Indus","MICROCURVES TRADING PRIVATE LIMITED","BUY","3,12,231","670.67","-"
"22-May-2026","JINDRILL","Jindal Drilling And Indus","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","2,75,848","666.78","-"
"22-May-2026","KCK","Kck Industries Limited","SUJAL JAYANTILAL PATEL","BUY","3,77,500","13.23","-"
"22-May-2026","KONTOR","Kontor Space Limited","LYKIS LIMITED","BUY","56,400","75.11","-"
"22-May-2026","LAXMIDENTL","Laxmi Dental Limited","MANSI SHARE AND STOCK BROKING PRIVATE LIMITED","BUY","2,78,074","248.94","-"
"22-May-2026","LAXMIDENTL","Laxmi Dental Limited","NEO APEX SHARE BROKING SERVICES LLP","BUY","3,42,346","247.65","-"
"22-May-2026","LEMERITE","Le Merite Exports Limited","L7 HITECH PRIVATE LIMITED","BUY","3,606","290.15","-"
"22-May-2026","MANALIPETC","Manali Petrochemicals Lt","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED","BUY","27,28,912","65.77","-"
"22-May-2026","MANALIPETC","Manali Petrochemicals Lt","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","10,02,658","63.39","-"
"22-May-2026","MARKOLINES","Markolines Pavement Tec L","HI KLASS TRADING & INVESTMENT LIMITED","BUY","1,44,700","165.69","-"
"22-May-2026","MARKOLINES","Markolines Pavement Tec L","VISTAAR TRADING SERVICE PRIVATE LIMITED","BUY","2,22,651","165.41","-"
"22-May-2026","MTARTECH","MTAR Technologies Limited","JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED","BUY","1,72,951","8,304.10","-"
"22-May-2026","MTARTECH","MTAR Technologies Limited","HRTI PRIVATE LIMITED","BUY","1,74,776","8,208.81","-"
"22-May-2026","NIBE","NIBE Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","81,417","1,419.61","-"
"22-May-2026","PNGSREVA","PNGS Reva Diamond Jewel L","BARING PRIVATE EQUITY INDIA FUND 6","BUY","2,13,766","390.00","-"
"22-May-2026","PROTEAN","Protean eGov Techno Ltd","QE SECURITIES LLP","BUY","2,85,612","660.19","-"
"22-May-2026","RFBL","RFBL Flexi Pack Limited","RATHOD DIGVIJAYSINH RAJENDRASINH","BUY","2,52,000","63.65","-"
"22-May-2026","RFBL","RFBL Flexi Pack Limited","L7 HITECH PRIVATE LIMITED","BUY","4,71,000","63.65","-"
"22-May-2026","RFBL","RFBL Flexi Pack Limited","JAGID VANITABEN RAJENDRAPRASAD","BUY","1,59,000","63.67","-"
"22-May-2026","SHANTIGOLD","Shanti Gold Internation L","ARIHANT CAPITAL MARKETS LIMITED","BUY","5,20,350","237.37","-"
"22-May-2026","SKMEGGPROD","SKM Egg Products Export","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","3,86,713","199.99","-"
"22-May-2026","SKMEGGPROD","SKM Egg Products Export","POCKETFUL SECURITIES AND INVESTMENT PRIVATE LIMITED","BUY","2,78,989","200.14","-"
"22-May-2026","SKMEGGPROD","SKM Egg Products Export","ALPHAGREP SECURITIES PRIVATE LIMITED","BUY","3,18,814","212.97","-"
"22-May-2026","SKMEGGPROD","SKM Egg Products Export","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","10,33,685","198.95","-"
"22-May-2026","SKMEGGPROD","SKM Egg Products Export","SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED","BUY","7,02,709","199.04","-"
"22-May-2026","SKMEGGPROD","SKM Egg Products Export","QE SECURITIES LLP","BUY","3,31,184","202.66","-"
"22-May-2026","SKMEGGPROD","SKM Egg Products Export","BLITZQUANT RESEARCH LLP","BUY","4,23,997","194.52","-"
"22-May-2026","TAC","TAC Infosec Limited","NEO APEX SHARE BROKING SERVICES LLP","BUY","90,600","391.68","-"
"22-May-2026","TCL","Thaai Casting Limited","RASHI FINCORP LIMITED","BUY","1,76,800","96.90","-"
"22-May-2026","AGIIL","Agi Infra Limited","ARIHANT CAPITAL MARKETS LIMITED","SELL","8,19,071","384.53","-"
"22-May-2026","AVG","AVG Logistics Limited","VIKASA INDIA EIF I FUND","SELL","1,13,805","158.50","-"
"22-May-2026","BIKEWO","Bikewo Green Tech Limited","BASAN EQUITY BROKING LIMITED","SELL","1,02,000","25.25","-"
"22-May-2026","DAMCAPITAL","Dam Capital Advisors Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","5,89,450","167.78","-"
"22-May-2026","ELECTHERM","Electrotherm (India) Ltd","8 SQUARE CAPITAL","SELL","65,000","785.46","-"
"22-May-2026","EXCELSOFT","Excelsoft Technologies L","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","6,18,193","97.11","-"
"22-May-2026","EXICOM","Exicom Tele Systems Ltd","MICROCURVES TRADING PRIVATE LIMITED","SELL","14,48,746","153.13","-"
"22-May-2026","EXICOM","Exicom Tele Systems Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","14,12,392","150.85","-"
"22-May-2026","EXICOM","Exicom Tele Systems Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","12,44,876","152.35","-"
"22-May-2026","EXICOM","Exicom Tele Systems Ltd","ALPHAGREP SECURITIES PRIVATE LIMITED","SELL","8,85,433","149.16","-"
"22-May-2026","EXICOM","Exicom Tele Systems Ltd","QE SECURITIES LLP","SELL","11,05,729","150.33","-"
"22-May-2026","GCSL","Gretex Corporate Services","MANSUKH SECURITIES & FINANCE LIMITED","SELL","7,43,183","390.67","-"
"22-May-2026","GCSL","Gretex Corporate Services","SWATIPUSHP TRADELINK PRIVATE LIMITED","SELL","1,38,700","390.98","-"
"22-May-2026","GENESYS","Genesys International Cor","QE SECURITIES LLP","SELL","5,23,724","268.28","-"
"22-May-2026","GENESYS","Genesys International Cor","HRTI PRIVATE LIMITED","SELL","3,38,285","269.53","-"
"22-May-2026","GENESYS","Genesys International Cor","ALPHAGREP SECURITIES PRIVATE LIMITED","SELL","4,02,391","267.66","-"
"22-May-2026","GENESYS","Genesys International Cor","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","6,38,424","268.59","-"
"22-May-2026","GENESYS","Genesys International Cor","MICROCURVES TRADING PRIVATE LIMITED","SELL","4,99,038","272.99","-"
"22-May-2026","GENESYS","Genesys International Cor","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","4,46,170","271.79","-"
"22-May-2026","GOCOLORS","Go Fashion India Ltd","CRONY VYAPAR PVT LTD","SELL","3,36,648","300.44","-"
"22-May-2026","HONASA","Honasa Consumer Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","27,87,698","392.18","-"
"22-May-2026","HONASA","Honasa Consumer Limited","MICROCURVES TRADING PRIVATE LIMITED","SELL","30,00,845","392.35","-"
"22-May-2026","HONASA","Honasa Consumer Limited","QE SECURITIES LLP","SELL","25,89,700","391.33","-"
"22-May-2026","IXIGO","Le Travenues Technology L","SCHRODER INTERNATIONAL SELECTION FUND ASIAN TOTAL RETURN","SELL","34,55,948","170.42","-"
"22-May-2026","JINDRILL","Jindal Drilling And Indus","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","2,75,848","666.94","-"
"22-May-2026","JINDRILL","Jindal Drilling And Indus","MICROCURVES TRADING PRIVATE LIMITED","SELL","3,12,231","671.06","-"
"22-May-2026","JINDRILL","Jindal Drilling And Indus","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","4,04,808","669.31","-"
"22-May-2026","JINDRILL","Jindal Drilling And Indus","HRTI PRIVATE LIMITED","SELL","3,68,601","665.79","-"
